semantic_group_id,num_markets,num_dates,num_event_slugs,event_slugs,actors,sample_questions,needs_review
will-global-temperature-increase-by-between-1pt10c-and-1pt14c-in-october,2,2,2,"october-2025-temperature-increase-c, october-2025-temperature-increase-c-577",,Will global temperature increase by between 1.10ºC and 1.14ºC in October 2025 (LS)? | Will global temperature increase by between 1.10ºC and 1.14ºC in October 2025?,False
will-there-be-exactly-1-earthquake-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 1 earthquake of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 1 earthquake of magnitude 7.0 or higher worldwide by June 30?,False
will-there-be-exactly-3-earthquakes-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 3 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 3 earthquakes of magnitude 7.0 or higher worldwide by June 30?,False
will-there-be-exactly-5-earthquakes-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 5 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 5 earthquakes of magnitude 7.0 or higher worldwide by June 30?,False
will-there-be-exactly-0-earthquakes-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 0 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 0 earthquakes of magnitude 7.0 or higher worldwide by June 30?,False
will-there-be-exactly-2-earthquakes-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 2 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 2 earthquakes of magnitude 7.0 or higher worldwide by June 30?,False
will-there-be-exactly-4-earthquakes-of-magnitude-7pt0-or-higher-worldwide,2,2,2,"how-many-7pt0-or-above-earthquakes-by-december-31, how-many-7pt0-or-above-earthquakes-by-june-30",,Will there be exactly 4 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Will there be exactly 4 earthquakes of magnitude 7.0 or higher worldwide by June 30?,False
nikita-bier-out-as-head-of-product-at-x,2,2,2,"nikita-bier-out-as-head-of-product-at-x-by-december-31, nikita-bier-out-as-head-of-product-at-x-by-march-31",,Nikita Bier out as Head of Product at X by December 31? | Nikita Bier out as Head of Product at X by March 31?,False
will-any-of-the-stolen-louvre-jewels-be-returned,2,1,1,will-any-of-the-stolen-louvre-jewels-be-recovered-by,,Will any of the stolen Louvre jewels be returned by December 31? | Will any of the stolen Louvre jewels be returned by October 31,False
will-sbf-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will SBF appear on the UpOnly podcast by December 31? | Will SBF appear on the UpOnly podcast by December 31?,False
will-jesse-pollak-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Jesse Pollak appear on the UpOnly podcast by December 31? | Will Jesse Pollak appear on the UpOnly podcast by December 31?,False
will-cz-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will CZ appear on the UpOnly podcast by December 31? | Will CZ appear on the UpOnly podcast by December 31?,False
will-jeff-yan-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Jeff Yan appear on the UpOnly podcast by December 31? | Will Jeff Yan appear on the UpOnly podcast by December 31?,False
will-martin-shkreli-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Martin Shkreli appear on the UpOnly podcast by December 31? | Will Martin Shkreli appear on the UpOnly podcast by December 31?,False
will-gainzy-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Gainzy appear on the UpOnly podcast by December 31? | Will Gainzy appear on the UpOnly podcast by December 31?,False
will-threadguy-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will ThreadGuy appear on the UpOnly podcast by December 31? | Will ThreadGuy appear on the UpOnly podcast by December 31?,False
will-michael-saylor-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Michael Saylor appear on the UpOnly podcast by December 31? | Will Michael Saylor appear on the UpOnly podcast by December 31?,False
will-vitalik-buterin-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Vitalik Buterin appear on the UpOnly podcast by December 31? | Will Vitalik Buterin appear on the UpOnly podcast by December 31?,False
will-arthur-hayes-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Arthur Hayes appear on the UpOnly podcast by December 31? | Will Arthur Hayes appear on the UpOnly podcast by December 31?,False
will-su-zhu-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Su Zhu appear on the UpOnly podcast by December 31? | Will Su Zhu appear on the UpOnly podcast by December 31?,False
will-anatoly-yakovenko-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Anatoly Yakovenko appear on the UpOnly podcast by December 31? | Will Anatoly Yakovenko appear on the UpOnly podcast by December 31?,False
will-guy-young-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Guy Young appear on the UpOnly podcast by December 31? | Will Guy Young appear on the UpOnly podcast by December 31?,False
will-thomas-lee-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Thomas Lee appear on the UpOnly podcast by December 31? | Will Thomas Lee appear on the UpOnly podcast by December 31?,False
will-ansem-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Ansem appear on the UpOnly podcast by December 31? | Will Ansem appear on the UpOnly podcast by December 31?,False
will-brian-armstrong-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Brian Armstrong appear on the UpOnly podcast by December 31? | Will Brian Armstrong appear on the UpOnly podcast by December 31?,False
will-javier-milei-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Javier Milei appear on the UpOnly podcast by December 31? | Will Javier Milei appear on the UpOnly podcast by December 31?,False
will-andrew-kang-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will Andrew Kang appear on the UpOnly podcast by December 31? | Will Andrew Kang appear on the UpOnly podcast by December 31?,False
will-thiccy-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will thiccy appear on the UpOnly podcast by December 31? | Will thiccy appear on the UpOnly podcast by December 31?,False
will-gcr-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will GCR appear on the UpOnly podcast by December 31? | Will GCR appear on the UpOnly podcast by December 31?,False
will-light-appear-on-the-uponly-podcast,2,2,2,"which-guests-will-appear-on-the-uponly-podcast-by-december-31, which-guests-will-appear-on-the-uponly-podcast-before-2027",,Will light appear on the UpOnly podcast by December 31? | Will light appear on the UpOnly podcast by December 31?,False
will-atlas-have-a-windows-app-live,2,1,1,openai-atlas-windows-app-released-by,,Will Atlas have a Windows app live by October 31? | Will Atlas have a Windows app live by December 31?,False
will-atlas-have-an-ios-app-live,2,1,1,openai-atlas-ios-app-released-by,,Will Atlas have an iOS app live by October 31? | Will Atlas have an iOS app live by December 31?,False
will-atlas-introduce-ads,2,1,1,will-atlas-introduce-ads-by,,Will Atlas introduce ads by October 31? | Will Atlas introduce ads by December 31?,False
will-russia-enter-siversk:russia,2,2,1,will-russia-enter-siversk-by-october-31,russia,Will Russia enter Siversk by October 31? | Will Russia enter Siversk by November 30?,False
joseph-aoun-out-as-president-of-lebanon,2,1,1,joseph-aoun-out-as-president-of-lebanon-by,,"Joseph Aoun out as President of Lebanon by October 31, 2025? | Joseph Aoun out as President of Lebanon by December 31, 2025?",False
nicolas-sarkozy-released-from-custody,2,1,1,nicolas-sarkozy-released-from-custody-by-december-31,,Nicolas Sarkozy released from custody by December 31? | Nicolas Sarkozy released from custody by November 30?,False
will-trump-publicly-disparage-netanyahu:trump,2,1,1,will-trump-publicly-disparage-netanyahu-by,trump,Will Trump publicly disparage Netanyahu by October 31? | Will Trump publicly disparage Netanyahu by December 31?,False
will-knots-flip-bitcoin-core,2,1,1,will-knots-flip-bitcoin-core-by-december-31,,Will knots flip bitcoin core by December 31? | Will knots flip bitcoin core before 2027?,False
gho-depeg,2,2,2,"stablecoins-depeg-by-december-31, stablecoins-depeg-before-2027",,GHO depeg by December 31? | GHO depeg by December 31?,False
usr-depeg,2,2,2,"stablecoins-depeg-by-december-31, stablecoins-depeg-before-2027",,USR depeg by December 31? | USR depeg by December 31?,False
dai-depeg,2,2,2,"stablecoins-depeg-by-december-31, stablecoins-depeg-before-2027",,DAI depeg by December 31? | DAI depeg by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-china:china,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",china,Will Trump agree to a tariff agreement with China by November 30? | Will Trump agree to a tariff agreement with China by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-canada:trump,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",trump,Will Trump agree to a tariff agreement with Canada by November 30? | Will Trump agree to a tariff agreement with Canada by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-israel:israel,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",israel,Will Trump agree to a tariff agreement with Israel by November 30? | Will Trump agree to a tariff agreement with Israel by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-india:trump,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",trump,Will Trump agree to a tariff agreement with India by November 30? | Will Trump agree to a tariff agreement with India by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-mexico:trump,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",trump,Will Trump agree to a tariff agreement with Mexico by November 30? | Will Trump agree to a tariff agreement with Mexico by December 31?,False
will-trump-agree-to-a-tariff-agreement-with-australia:trump,2,2,2,"which-countries-will-the-us-agree-to-tariff-agreements-with-by-november-30, which-countries-will-the-us-agree-to-tariff-agreements-with-by-december-31",trump,Will Trump agree to a tariff agreement with Australia by November 30? | Will Trump agree to a tariff agreement with Australia by December 31?,False
will-jia-yueting-enter-mainland-china:china,2,1,1,will-jia-yueting-enter-mainland-china-by,china,Will Jia Yueting enter mainland China by December 31? | Will Jia Yueting enter mainland China by June 30?,False
will-russia-enter-huliaipole:russia,2,1,1,will-russia-enter-huliaipole-by-november-30,russia,Will Russia enter Huliaipole by November 30? | Will Russia enter Huliaipole by December 15?,False
will-israel-launch-a-major-ground-offensive-in-lebanon:israel,2,2,2,"will-israel-launch-a-major-ground-offensive-in-lebanon-by-december-31, will-israel-launch-a-major-ground-offensive-in-lebanon-by-march-31",israel,Will Israel launch a major ground offensive in Lebanon by December 31? | Will Israel launch a major ground offensive in Lebanon by March 31?,False
will-russia-recapture-territory-in-kucheriv-yar:russia,2,1,1,will-russia-recapture-territory-in-kucheriv-yar-by-november-30,russia,Will Russia recapture territory in Kucheriv Yar by November 30? | Will Russia recapture territory in Kucheriv Yar by December 31?,False
will-russia-recapture-territory-in-vilne:russia,2,1,1,will-russia-recapture-territory-in-vilne-by-november-30,russia,Will Russia recapture territory in Vilne by November 30? | Will Russia recapture territory in Vilne by December 31?,False
will-adelita-grijalva-be-sworn-in,2,1,1,when-will-adelita-grijalva-be-sworn-in,,Will Adelita Grijalva be sworn in by November 15? | Will Adelita Grijalva be sworn in by November 30?,False
us-strikes-nigeria,2,1,1,us-strikes-nigeria-by,,US strikes Nigeria by December 31? | US strikes Nigeria by November 30?,False
hwang-kyo-ahn-in-jail,2,2,1,hwang-kyo-ahn-in-jail-by-november-30,,Hwang Kyo-ahn in jail by December 31? | Hwang Kyo-ahn in jail by November 30?,False
will-nancy-pelosi-announce-her-retirement,2,1,1,will-nancy-pelosi-announce-her-retirement-by,,"Will Nancy Pelosi announce her retirement by November 30? | Will Nancy Pelosi announce her retirement by June 30, 2026?",False
will-mrbeast-hit-460-million-subscribers,2,2,2,"will-mrbeast-hit-x-million-subscribers-by-december-31, will-mrbeast-hit-million-subscribers-by-january-31",,Will MrBeast hit 460 Million subscribers by December 31? | Will MrBeast hit 460 Million subscribers by January 31?,False
will-hezbollah-disarm,2,1,1,will-hezbollah-disarm-by-march-31,,Will Hezbollah disarm by March 31? | Will Hezbollah disarm by December 31?,False
bill-ackman-tweets-another-manifesto,2,2,2,"bill-ackman-tweets-another-manifesto-by-wednesday, bill-ackman-tweets-another-manifesto-by-november-30",,Bill Ackman tweets another manifesto by Wednesday?  | Bill Ackman tweets another manifesto by November 30? ,False
arch-will-iran-close-the-strait-of-hormuz:iran,2,2,1,will-iran-close-the-strait-of-hormuz-by-2027,iran,arch Will Iran close the Strait of Hormuz by March 31? | arch Will Iran close the Strait of Hormuz by June 30?,False
will-a-new-country-join-the-abraham-accords,2,2,2,"will-a-new-country-join-the-abraham-accords-by-march-31, will-a-new-country-join-the-abraham-accords-before-2027",,Will a new country join the Abraham Accords by March 31? | Will a new country join the Abraham Accords before 2027?,False
cap-on-gambling-loss-deductions-repealed,2,2,2,"cap-on-gambling-loss-deductions-repealed-by-march-31, cap-on-gambling-loss-deductions-repealed-before-2027",,Cap on gambling loss deductions repealed by March 31? | Cap on gambling loss deductions repealed before 2027?,False
friedrich-merz-out-as-chancellor-of-germany,2,2,2,"friedrich-merz-out-as-chancellor-of-germany-by-march-31, friedrich-merz-out-as-chancellor-of-germany-before-2027",,Friedrich Merz out as Chancellor of Germany by March 31? | Friedrich Merz out as Chancellor of Germany before 2027?,False
will-trump-establish-a-gaza-board-of-peace:trump,2,1,1,will-trump-establish-a-gaza-board-of-peace-by-march-31,trump,Will Trump establish a Gaza “Board of Peace” by March 31? | Will Trump establish a Gaza “Board of Peace” by January 31?,False
will-another-individual-other-be-the-first-to-leave-the-trump-cabinet-before:trump,2,1,2,"first-out-of-trump-cabinet-by-end-of-2026-duplicate, who-will-be-the-first-to-leave-the-trump-cabinet-828",trump,Will another individual (Other) be the first to leave the Trump Cabinet before 2027? | Will another individual (Other) be the first to leave the Trump Cabinet before 2027?,False
sam-altman-in-jail,2,1,1,sam-altman-in-jail-by,,Sam Altman in jail by December 31? | Sam Altman in jail by June 30?,False
will-an-fbi-top-ten-most-wanted-fugitive-be-captured,2,2,2,"will-an-fbi-top-ten-most-wanted-fugitive-be-captured-by-june-2026, will-an-fbi-top-ten-most-wanted-fugitive-be-captured-by-march-31",,Will an FBI top ten most wanted fugitive be captured by June 2026? | Will an FBI top ten most wanted fugitive be captured by March 31?,False
nicolas-sarkozy-in-jail,2,2,2,"nicolas-sarkozy-in-jail-by-december-31, nicolas-sarkozy-in-jail-by-march-31",,Nicolas Sarkozy in jail by December 31? | Nicolas Sarkozy in jail by March 31?,False
ufc-isl-jac9-2025-11-15-win,2,1,1,ufc-isl-jac9-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-val-zha-2025-11-15-win,2,1,1,ufc-val-zha-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-sea4-mic14-2025-11-15-win,2,1,1,ufc-sea4-mic14-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-leo-car19-2025-11-15-win,2,1,1,ufc-leo-car19-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ben2-ben8-2025-11-15-win,2,1,1,ufc-ben2-ben8-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-rod1-bon-2025-11-15-win,2,1,1,ufc-rod1-bon-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-rom-gre3-2025-11-15-win,2,1,1,ufc-rom-gre3-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-tra-eri3-2025-11-15-win,2,1,1,ufc-tra-eri3-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-cod11-mal3-2025-11-15-win,2,1,1,ufc-cod11-mal3-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ger1-kyl3-2025-11-15-win,2,1,1,ufc-ger1-kyl3-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-che7-pat2-2025-11-15-win,2,1,1,ufc-che7-pat2-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ang-fat-2025-11-15-win,2,1,1,ufc-ang-fat-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-eri15-bai1-2025-11-15-win,2,1,1,ufc-eri15-bai1-2025-11-15,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
will-trump-create-a-tariff-dividend:trump,2,2,2,"will-trump-create-a-tariff-dividend-by-march-31, will-trump-create-a-tariff-dividend-by-june-30",trump,Will Trump create a tariff dividend by March 31? | Will Trump create a tariff dividend by June 30?,False
deel-ipo,2,2,2,"ipos-before-2027, deel-ipo-by-march-31",,Deel IPO before 2027? | Deel IPO by March 31?,False
will-half-life-3-be-announced,2,2,2,"will-half-life-3-be-announced-before-2027, will-half-life-3-be-announced-before-2026",,Will Half-Life 3 be announced before 2027? | Will Half-Life 3 be announced before 2026?,False
will-mrbeast-hit-105pt5-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-december-31, will-mrbeast-hit-billion-views-by-january-31",,Will MrBeast hit 105.5 billion views by December 31?  | Will MrBeast hit 105.5 billion views by January 31?,False
will-mrbeast-hit-105-billion-views,2,2,2,"will-mrbeast-hit-billion-views-by-december-31, will-mrbeast-hit-billion-views-by-january-31",,Will MrBeast hit 105 billion views by December 31?  | Will MrBeast hit 105 billion views by January 31?,False
israel-and-indonesia-normalize-relations:israel,2,2,1,israel-and-indonesia-normalize-relations-by,israel,"Israel and Indonesia normalize relations by December 31, 2026? | Israel and Indonesia normalize relations by June 30, 2026?",False
trumprx-launched,2,2,2,"trumprx-launched-by-january-31-2026, trumprx-launched-by-february-28-2026",,"TrumpRX launched by January 31, 2026? | TrumpRX launched by February 28, 2026?",False
aleksandar-vui-out-as-serbian-president,2,1,1,aleksandar-vui-out-as-serbian-president-by,,"Aleksandar Vučić out as Serbian President by December 31, 2025? | Aleksandar Vučić out as Serbian President by June 30, 2026?",False
will-no-house-vote-on-an-epstein-disclosure-resolutionbill-occur,2,1,2,"how-many-house-members-vote-yea-on-an-epstein-disclosure-billresolution-in-2025, how-many-house-members-vote-yea-on-an-epstein-disclosure-bill-higher-brackets",,Will no house vote on an Epstein disclosure resolution/bill occur by December 31? | Will no house vote on an Epstein disclosure resolution/bill occur by December 31?,False
us-agrees-to-give-saudi-arabia-security-guarantee,2,1,1,us-agrees-to-give-saudi-arabia-security-guarantee-by-november-30,,U.S. agrees to give Saudi Arabia security guarantee by November 30?  | U.S. agrees to give Saudi Arabia security guarantee by December 31?,False
us-embassy-in-damaskus-reopend,2,1,1,us-embassy-in-damaskus-reopend-by,,"U.S. Embassy in Damascus reopened by December 31, 2025? | U.S. Embassy in Damascus reopened by June 30, 2026?",False
will-the-fate-of-ophelia-by-taylor-swift-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will The Fate of Ophelia by Taylor Swift be the #1 song on Spotify this week? | Will The Fate of Ophelia by Taylor Swift be the #1 song on Spotify this week?,False
will-man-i-need-by-olivia-dean-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will Man I Need by Olivia Dean be the #1 song on Spotify this week? | Will Man I Need by Olivia Dean be the #1 song on Spotify this week?,False
will-opalite-by-taylor-swift-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will Opalite by Taylor Swift be the #1 song on Spotify this week? | Will Opalite by Taylor Swift be the #1 song on Spotify this week?,False
will-golden-by-huntrx-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will Golden by HUNTR/X be the #1 song on Spotify this week? | Will Golden by HUNTR/X be the #1 song on Spotify this week?,False
will-back-to-friends-by-sombr-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will back to friends by sombr be the #1 song on Spotify this week? | Will back to friends by sombr be the #1 song on Spotify this week?,False
will-ordinary-by-alex-warren-be-the-1-song-on-spotify-this-week,2,2,2,"1-song-on-spotify-this-week-november-21, 1-song-on-spotify-this-week-december-5",,Will Ordinary by Alex Warren be the #1 song on Spotify this week? | Will Ordinary by Alex Warren be the #1 song on Spotify this week?,False
tim-cook-out-as-apple-ceo,2,2,2,"which-ceos-will-be-out-before-2027, tim-cook-out-as-apple-ceo-by-march-31",,Tim Cook out as Apple CEO before 2027? | Tim Cook out as Apple CEO by March 31?,False
will-no-listed-leader-be-out-before,2,1,2,"next-leader-out-of-power-before-2027, next-leader-out-of-power-before-2027-684",,Will no listed leader be out before 2027? | Will no listed leader be out before 2027?,False
will-friedrich-merz-be-the-next-leader-out-before,2,1,2,"next-leader-out-of-power-before-2027, next-leader-out-of-power-before-2027-684",,Will Friedrich Merz be the next leader out before 2027? | Will Friedrich Merz be the next leader out before 2027?,False
will-mahmoud-abbas-be-the-next-leader-out-before,2,1,2,"next-leader-out-of-power-before-2027, next-leader-out-of-power-before-2027-684",,Will Mahmoud Abbas be the next leader out before 2027? | Will Mahmoud Abbas be the next leader out before 2027?,False
will-pedro-snchez-be-the-next-leader-out-before,2,1,2,"next-leader-out-of-power-before-2027, next-leader-out-of-power-before-2027-684",,Will Pedro Sánchez be the next leader out before 2027? | Will Pedro Sánchez be the next leader out before 2027?,False
will-microsoft-msft-hit-a-52-week-high,2,1,1,mag-7-52-week-high-by-december-31,,Will Apple (AAPL) hit a 52-Week High by December 31? | Will Microsoft (MSFT) hit a 52-Week High by December 31?,False
maduro-in-us-custody,2,1,2,"maduro-in-us-custody-by-december-31, maduro-in-us-custody-by-january-31",,Maduro in U.S. custody by December 31? | Maduro in U.S. custody by January 31?,False
ufc-dan6-arm-2025-11-22-win,2,1,1,ufc-dan6-arm-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-bel-ian1-2025-11-22-win,2,1,1,ufc-bel-ian1-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-vol-alo-2025-11-22-win,2,1,1,ufc-vol-alo-2025-11-22,,Will the fight be won by submission? | Will the fight be won by KO or TKO?,False
ufc-jac1-myk-2025-11-22-win,2,1,1,ufc-jac1-myk-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ser2-sha27-2025-11-22-win,2,1,1,ufc-ser2-sha27-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ale7-asu-2025-11-22-win,2,1,1,ufc-ale7-asu-2025-11-22,,Will the fight be won by submission? | Will the fight be won by KO or TKO?,False
ufc-raf9-abd8-2025-11-22-win,2,1,1,ufc-raf9-abd8-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-kyo-tag-2025-11-22-win,2,1,1,ufc-kyo-tag-2025-11-22,,Will the fight be won by submission? | Will the fight be won by KO or TKO?,False
ufc-ale58-bek-2025-11-22-win,2,1,1,ufc-ale58-bek-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-ism-rya17-2025-11-22-win,2,1,1,ufc-ism-rya17-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-she6-nur-2025-11-22-win,2,1,1,ufc-she6-nur-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-nic3-say1-2025-11-22-win,2,1,1,ufc-nic3-say1-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
ufc-den11-mar95-2025-11-22-win,2,1,1,ufc-den11-mar95-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
israel-strike-on-the-west-bank:israel,2,1,2,"israel-strike-on-the-west-bank-by-december-31, israel-strike-on-the-west-bank-by-december-31-586",israel,Israel strike on the West Bank by December 31? | Israel strike on the West Bank by December 31?,False
will-trump-announce-a-cut-to-us-military-or-intelligence-aid-to-ukraine:ukraine,2,1,1,will-trump-announce-cutting-military-aid-to-ukraine-by,ukraine,Will Trump announce a cut to U.S. military or intelligence aid to Ukraine by December 31? | Will Trump announce a cut to U.S. military or intelligence aid to Ukraine by November 30?,False
ufc-wal2-sha27-2025-11-22-win,2,1,1,ufc-wal2-sha27-2025-11-22,,Will the fight be won by KO or TKO? | Will the fight be won by submission?,False
naim-qassem-out-as-hezbollahs-secretary-general,2,2,1,naim-qassem-out-as-hezbollahs-secretary-general-by-december-31,,"Naim Qassem out as Hezbollah’s secretary-general by December 31? | Naim Qassem out as Hezbollah’s secretary-general by March 31, 2026?",False
will-jesus-christ-return,2,2,2,"will-jesus-christ-return-before-2027, will-jesus-christ-return-by-august-31",,Will Jesus Christ return before 2027? | Will Jesus Christ return by August 31?,False
odds-of-newsom-dem-pres-nominee-over,2,1,1,odds-of-newsom-dem-pres-nominee-by-december-31,,Odds of Newsom Dem Pres Nominee over 40% by December 31? | Odds of Newsom Dem Pres Nominee over 50% by December 31?,False
